encoding_id	authority_id	semantic_id	canonical_mnemonic	exact_code_family	mask	value	features	surfaces	support_packs	variable_fields	constraint_program	operand_decode_program	canonical_render_style	fixup_program	semantic_operands	fixed_roles	overlap_restrictions	authority_predicate_digest
a64:encoding:sev-hi-hints:6a5d14d59639b441	a64:instruction_form:sev-hi-hints:6a5d14d59639b441	a64:semantic:instruction_form:sev-hi-hints:6a5d14d59639b441	sev	hint	0xffffffff	0xd503209f	base	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.checked-asm.core|wyst.a64.ordinary-lowering	none	none	none	plain	none	none	encoding=hint_imm4	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:sevl-hi-hints:a06bda41d5fee1bc	a64:instruction_form:sevl-hi-hints:a06bda41d5fee1bc	a64:semantic:instruction_form:sevl-hi-hints:a06bda41d5fee1bc	sevl	hint	0xffffffff	0xd50320bf	base	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.checked-asm.core|wyst.a64.ordinary-lowering	none	none	none	plain	none	none	encoding=hint_imm5	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:smc-ex-exception:99e5d1d7296ea83b	a64:instruction_form:smc-ex-exception:99e5d1d7296ea83b	a64:semantic:instruction_form:smc-ex-exception:99e5d1d7296ea83b	smc	other	0xffe0001f	0xd4000003	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	imm16@5:16:0xffff:0x0	none	uimm:imm16:5+16:1	plain	none	imm16:u16	none	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:sshl-asimdsame-only:7af87a67f83dc0f8	a64:instruction_form:sshl-asimdsame-only:7af87a67f83dc0f8	a64:semantic:instruction_form:sshl-asimdsame-only:7af87a67f83dc0f8	sshl	other	0xbf20fc00	0x0e204400	FEAT_AdvSIMD	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0|size@22:2:0x3:0x0|Q@30:1:0x1:0x0	none	simd:vd:0+5:22+2,30+1:0=8b,1=16b,2=4h,3=8h,4=2s,5=4s,7=2d|simd:vn:5+5:22+2,30+1:0=8b,1=16b,2=4h,3=8h,4=2s,5=4s,7=2d|simd:vm:16+5:22+2,30+1:0=8b,1=16b,2=4h,3=8h,4=2s,5=4s,7=2d	plain	none	vd:simd|vn:simd|vm:simd	none	none	sha256:bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755
a64:encoding:stlr-sl32-ldstord:d823a3249604976c	a64:instruction_form:stlr-sl32-ldstord:d823a3249604976c	a64:semantic:instruction_form:stlr-sl32-ldstord:d823a3249604976c	stlr	load-store	0xfffffc00	0x889ffc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rt_value:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rt_value:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rt_value=wt_or_wzr;rt_value31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stlr-sl64-ldstord:89842846afd4a3ac	a64:instruction_form:stlr-sl64-ldstord:89842846afd4a3ac	a64:semantic:instruction_form:stlr-sl64-ldstord:89842846afd4a3ac	stlr	load-store	0xfffffc00	0xc89ffc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rt_value:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rt_value:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rt_value=xt_or_xzr;rt_value31=constant_zero_from_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stlrb-sl32-ldstord:ad30fce9471334f6	a64:instruction_form:stlrb-sl32-ldstord:ad30fce9471334f6	a64:semantic:instruction_form:stlrb-sl32-ldstord:ad30fce9471334f6	stlrb	load-store	0xfffffc00	0x089ffc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rt_value:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rt_value:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rt_value=wt_or_wzr;rt_value31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stlrh-sl32-ldstord:2985f3f30d419117	a64:instruction_form:stlrh-sl32-ldstord:2985f3f30d419117	a64:semantic:instruction_form:stlrh-sl32-ldstord:2985f3f30d419117	stlrh	load-store	0xfffffc00	0x489ffc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rt_value:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rt_value:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rt_value=wt_or_wzr;rt_value31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stlxr-sr32-ldstexclr:acb232ebd200b432	a64:instruction_form:stlxr-sr32-ldstexclr:acb232ebd200b432	a64:semantic:instruction_form:stlxr-sr32-ldstexclr:acb232ebd200b432	stlxr	load-store	0xffe0fc00	0x8800fc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	neq:Rs:Rt;neq_if_not31:Rs:Rn:Rn	gpr:rs_status:32:16+5:zr:none|gpr:rt_value:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_status:gpr32|rt_value:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_status=ws_or_wzr;rs_status31=discarded_write_to_wzr;rt_value=wt_or_wzr;rt_value31=constant_zero_from_wzr	reject_if:rs_status==rt_value;reject_if:rs_status==rn&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stlxr-sr64-ldstexclr:f07ed7584b0f74a8	a64:instruction_form:stlxr-sr64-ldstexclr:f07ed7584b0f74a8	a64:semantic:instruction_form:stlxr-sr64-ldstexclr:f07ed7584b0f74a8	stlxr	load-store	0xffe0fc00	0xc800fc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	neq:Rs:Rt;neq_if_not31:Rs:Rn:Rn	gpr:rs_status:32:16+5:zr:none|gpr:rt_value:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_status:gpr32|rt_value:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rs_status=ws_or_wzr;rs_status31=discarded_write_to_wzr;rt_value=xt_or_xzr;rt_value31=constant_zero_from_xzr	reject_if:rs_status==rt_value;reject_if:rs_status==rn&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stlxrb-sr32-ldstexclr:e087feb8d33fab32	a64:instruction_form:stlxrb-sr32-ldstexclr:e087feb8d33fab32	a64:semantic:instruction_form:stlxrb-sr32-ldstexclr:e087feb8d33fab32	stlxrb	load-store	0xffe0fc00	0x0800fc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	neq:Rs:Rt;neq_if_not31:Rs:Rn:Rn	gpr:rs_status:32:16+5:zr:none|gpr:rt_value:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_status:gpr32|rt_value:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_status=ws_or_wzr;rs_status31=discarded_write_to_wzr;rt_value=wt_or_wzr;rt_value31=constant_zero_from_wzr	reject_if:rs_status==rt_value;reject_if:rs_status==rn&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stlxrh-sr32-ldstexclr:6fd25cff9878a1d1	a64:instruction_form:stlxrh-sr32-ldstexclr:6fd25cff9878a1d1	a64:semantic:instruction_form:stlxrh-sr32-ldstexclr:6fd25cff9878a1d1	stlxrh	load-store	0xffe0fc00	0x4800fc00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	neq:Rs:Rt;neq_if_not31:Rs:Rn:Rn	gpr:rs_status:32:16+5:zr:none|gpr:rt_value:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_status:gpr32|rt_value:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_status=ws_or_wzr;rs_status31=discarded_write_to_wzr;rt_value=wt_or_wzr;rt_value31=constant_zero_from_wzr	reject_if:rs_status==rt_value;reject_if:rs_status==rn&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stnp-32-ldstnapair-offs:709342e680d7a2f0	a64:instruction_form:stnp-32-ldstnapair-offs:709342e680d7a2f0	a64:semantic:instruction_form:stnp-32-ldstnapair-offs:709342e680d7a2f0	stnp	load-store	0xffc00000	0x28000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	none	gpr:rt:32:0+5:zr:none|gpr:rt2:32:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:4	memory_offset	none	rt:wN|rt2:wN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr;rt2=wt_or_wzr;rt2_31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stnp-64-ldstnapair-offs:4c175920606e48e9	a64:instruction_form:stnp-64-ldstnapair-offs:4c175920606e48e9	a64:semantic:instruction_form:stnp-64-ldstnapair-offs:4c175920606e48e9	stnp	load-store	0xffc00000	0xa8000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	none	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_offset	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr;rt2=xt_or_xzr;rt2_31=constant_zero_from_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stnp-d-ldstnapair-offs:7cd46b17f7052d51	a64:instruction_form:stnp-d-ldstnapair-offs:7cd46b17f7052d51	a64:semantic:instruction_form:stnp-d-ldstnapair-offs:7cd46b17f7052d51	stnp	load-store	0xffc00000	0x6c000000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	none	fp:rt:d:0+5|fp:rt2:d:10+5|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_offset	none	rt:dN|rt2:dN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:stnp-s-ldstnapair-offs:4abdedad0ecdd5d5	a64:instruction_form:stnp-s-ldstnapair-offs:4abdedad0ecdd5d5	a64:semantic:instruction_form:stnp-s-ldstnapair-offs:4abdedad0ecdd5d5	stnp	load-store	0xffc00000	0x2c000000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	none	fp:rt:s:0+5|fp:rt2:s:10+5|address:rn:5+5:sp|simm:offset:15+7:7:4	memory_offset	none	rt:sN|rt2:sN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:stp-64-ldstpair-off:ab0d9c9f204e4af6	a64:instruction_form:stp-64-ldstpair-off:ab0d9c9f204e4af6	a64:semantic:instruction_form:stp-64-ldstpair-off:ab0d9c9f204e4af6	stp	load-store	0xffc00000	0xa9000000	base	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering|wyst.a64.target-structural-asm.aarch64	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	none	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_offset	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr;rt2=xt_or_xzr;rt2_31=constant_zero_from_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stp-64-ldstpair-post:066bc162f55b3a85	a64:instruction_form:stp-64-ldstpair-post:066bc162f55b3a85	a64:semantic:instruction_form:stp-64-ldstpair-post:066bc162f55b3a85	stp	load-store	0xffc00000	0xa8800000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq_if_not31:Rn:Rt:Rn;neq_if_not31:Rn:Rt2:Rn	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_post	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr;rt2=xt_or_xzr;rt2_31=constant_zero_from_xzr	reject_if:rn==rt&&rn!=31;reject_if:rn==rt2&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stp-64-ldstpair-pre:67a4ff4321e073ed	a64:instruction_form:stp-64-ldstpair-pre:67a4ff4321e073ed	a64:semantic:instruction_form:stp-64-ldstpair-pre:67a4ff4321e073ed	stp	load-store	0xffc00000	0xa9800000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rt2@10:5:0x1f:0x0|imm7@15:7:0x7f:0x0	neq_if_not31:Rn:Rt:Rn;neq_if_not31:Rn:Rt2:Rn	gpr:rt:64:0+5:zr:none|gpr:rt2:64:10+5:zr:none|address:rn:5+5:sp|simm:offset:15+7:7:8	memory_pre	none	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr;rt2=xt_or_xzr;rt2_31=constant_zero_from_xzr	reject_if:rn==rt&&rn!=31;reject_if:rn==rt2&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:str-32-ldst-immpost:36d8074fbbff7072	a64:instruction_form:str-32-ldst-immpost:36d8074fbbff7072	a64:semantic:instruction_form:str-32-ldst-immpost:36d8074fbbff7072	str	load-store	0xffe00c00	0xb8000400	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_post	none	rt:wN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:str-32-ldst-immpre:38d72359bc2c5286	a64:instruction_form:str-32-ldst-immpre:38d72359bc2c5286	a64:semantic:instruction_form:str-32-ldst-immpre:38d72359bc2c5286	str	load-store	0xffe00c00	0xb8000c00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_pre	none	rt:wN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:str-32-ldst-pos:e8bc864f95b974fd	a64:instruction_form:str-32-ldst-pos:e8bc864f95b974fd	a64:semantic:instruction_form:str-32-ldst-pos:e8bc864f95b974fd	str	load-store	0xffc00000	0xb9000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:4	memory_offset	none	rt:wN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:str-64-ldst-immpost:73555383024abb1e	a64:instruction_form:str-64-ldst-immpost:73555383024abb1e	a64:semantic:instruction_form:str-64-ldst-immpost:73555383024abb1e	str	load-store	0xffe00c00	0xf8000400	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_post	none	rt:xN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:str-64-ldst-immpre:3d6336d15c6c7224	a64:instruction_form:str-64-ldst-immpre:3d6336d15c6c7224	a64:semantic:instruction_form:str-64-ldst-immpre:3d6336d15c6c7224	str	load-store	0xffe00c00	0xf8000c00	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	neq_if_not31:Rn:Rt:Rn	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_pre	none	rt:xN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr	reject_if:rn==rt&&rn!=31	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:str-64-ldst-pos:53445743f9dbc4ca	a64:instruction_form:str-64-ldst-pos:53445743f9dbc4ca	a64:semantic:instruction_form:str-64-ldst-pos:53445743f9dbc4ca	str	load-store	0xffc00000	0xf9000000	base	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering|wyst.a64.target-structural-asm.aarch64	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:8	memory_offset	none	rt:xN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:str-d-ldst-pos:a53902004b5007ed	a64:instruction_form:str-d-ldst-pos:a53902004b5007ed	a64:semantic:instruction_form:str-d-ldst-pos:a53902004b5007ed	str	load-store	0xffc00000	0xfd000000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	fp:rt:d:0+5|address:rn:5+5:sp|uimm:offset:10+12:8	memory_offset	none	rt:dN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:str-q-ldst-pos:346f113bc1b84de9	a64:instruction_form:str-q-ldst-pos:346f113bc1b84de9	a64:semantic:instruction_form:str-q-ldst-pos:346f113bc1b84de9	str	load-store	0xffc00000	0x3d800000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	fp:rt:q:0+5|address:rn:5+5:sp|uimm:offset:10+12:16	memory_offset	none	rt:qN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:str-s-ldst-pos:dea69dee0298d5d5	a64:instruction_form:str-s-ldst-pos:dea69dee0298d5d5	a64:semantic:instruction_form:str-s-ldst-pos:dea69dee0298d5d5	str	load-store	0xffc00000	0xbd000000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	fp:rt:s:0+5|address:rn:5+5:sp|uimm:offset:10+12:4	memory_offset	none	rt:sN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:strb-32-ldst-pos:f7d854c157b50361	a64:instruction_form:strb-32-ldst-pos:f7d854c157b50361	a64:semantic:instruction_form:strb-32-ldst-pos:f7d854c157b50361	strb	load-store	0xffc00000	0x39000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:1	memory_offset	none	rt:wN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:strh-32-ldst-pos:5e3274814a2e0644	a64:instruction_form:strh-32-ldst-pos:5e3274814a2e0644	a64:semantic:instruction_form:strh-32-ldst-pos:5e3274814a2e0644	strh	load-store	0xffc00000	0x79000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm12@10:12:0xfff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|uimm:offset:10+12:2	memory_offset	none	rt:wN|rn:address|offset:scaled_unsigned12	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stur-32-ldst-unscaled:5e4d9bffd3d9a1ba	a64:instruction_form:stur-32-ldst-unscaled:5e4d9bffd3d9a1ba	a64:semantic:instruction_form:stur-32-ldst-unscaled:5e4d9bffd3d9a1ba	stur	load-store	0xffe00c00	0xb8000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_offset	none	rt:wN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:stur-64-ldst-unscaled:459d1e33594b135a	a64:instruction_form:stur-64-ldst-unscaled:459d1e33594b135a	a64:semantic:instruction_form:stur-64-ldst-unscaled:459d1e33594b135a	stur	load-store	0xffe00c00	0xf8000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	none	gpr:rt:64:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_offset	none	rt:xN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=constant_zero_from_xzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:sturb-32-ldst-unscaled:d16203ffcae43daa	a64:instruction_form:sturb-32-ldst-unscaled:d16203ffcae43daa	a64:semantic:instruction_form:sturb-32-ldst-unscaled:d16203ffcae43daa	sturb	load-store	0xffe00c00	0x38000000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|imm9@12:9:0x1ff:0x0	none	gpr:rt:32:0+5:zr:none|address:rn:5+5:sp|simm:offset:12+9:9:1	memory_offset	none	rt:wN|rn:address|offset:signed9	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=constant_zero_from_wzr	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
